Adresas,floor,total_floor_num,Buto numeris:,rent_price,room_num,year,Namo numeris:,Nuoroda,Pastato tipas:,Peržiūrėjo,area,Redaguotas,Įdėtas,Įrengimas:,Šildymas:
https://www.aruodas.lt/butu-nuoma-vilniuje-visoriuose-jono-kairiukscio-g--rezervuotas-4-927565/,7.0,9.0,,430,2.0,2009.0,7a,,Mūrinis,,55,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-isnuomojamas-erdvus-3-k-butas-centre-a-4-927471/,8.0,9.0,,900,3.0,2008.0,9A,,Mūrinis,,"93,24",,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-konduktoriu-g-vieno-kambario-sauletas-butas-su-erdvia-4-931121/,6.0,9.0,,300,1.0,1986.0,4,,Mūrinis,,35,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-strategiskai-patogioje-ramioje-vietoje-4-935487/,3.0,5.0,,480,2.0,1978.0,13,,Mūrinis,,50,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-siltas-3-kambariu-pakankamai-4-927359/,3.0,16.0,,490,3.0,2015.0,6,,Mūrinis,,"63,95",,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-juozapaviciaus-g-imone-isnuomoja-stilingai-ir-patogiai-4-927315/,5.0,6.0,,740,2.0,2008.0,9A,,Monolitinis,,58,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-ateities-g-isnuomojamas-tvarkingas-1-kambarys-su-baldais-4-924639/,5.0,5.0,,200,1.0,1988.0,3e,,Blokinis,,16,,,,"Centrinis, elektra, dujinis"
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-skubiai-be-tarpininku-isnuomojamas-pilnai-4-242632/,4.0,5.0,,300,1.0,1984.0,98,,Mūrinis,,40,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-be-tarpininku-isnuomojamas-erdvus-ir-jaukus-4-927109/,4.0,12.0,,550,3.0,2009.0,,,Mūrinis,,"79,42",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-statybininku-g-nuomojamas-naujas-vieno-kambario-butas-su-4-927105/,4.0,9.0,,500,1.0,2019.0,1,,Mūrinis,,33,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-nuo-spalio-pradzios-bus-nuomojamas-2-ju-4-927099/,5.0,9.0,56,450,2.0,2015.0,12,,Mūrinis,,"48,65",,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-tiesiogiai-be-tarpininkavimo-mokesciu-4-927071/,5.0,5.0,,650,2.0,1957.0,11,,Mūrinis,,50,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-visoriuose-visoriu-g-naujas-butas-statyba-2018m-nauji-baldai-4-927037/,6.0,6.0,71,480,2.0,2018.0,12a,,Mūrinis,,58,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ciobiskio-g-isnuomojamas-2-kambariu-butas-puikiai-4-926965/,2.0,5.0,,350,2.0,1980.0,,,Blokinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-isnuomojamas-erdvus-tvarkingas-2-kambariu-4-535578/,1.0,4.0,,450,2.0,1957.0,15,,Mūrinis,,55,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-tyzenhauzu-g-isnuomojamas-vieno-kambario-butas-su-erdviu-4-926785/,8.0,12.0,71,270,1.0,1981.0,7,,Mūrinis,,31,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-gabijos-g-nuo-spalio-1-d-nuomojamas-1k-butas-40-kv-4-606009/,2.0,9.0,,300,1.0,1989.0,,,Mūrinis,,40,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-vido-maciuleviciaus-g-isnuomojamas-tvarkingas-karoliniskese-1k-4-926653/,5.0,9.0,,220,1.0,1973.0,,,Blokinis,,32,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-bitininku-g-4-926575/,2.0,9.0,,380,2.0,1992.0,,,Mūrinis,,51,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-butas-yra-2017-metais-renovuotame-name-4-926499/,1.0,5.0,1B,1100,2.0,,53a,,Mūrinis,,65,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-2017-metais-namas-renovuotas-butas-4-926493/,1.0,5.0,1C,900,2.0,1973.0,53A,,Mūrinis,,50,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-musninku-g-nuomojamas-3-atskiru-kambariu-irengtas-butas-4-926473/,1.0,5.0,,320,3.0,1980.0,5,,Blokinis,,67,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-liepyno-g-labai-kokybiskai-irengtas-butas-salia-miesto-4-926471/,5.0,5.0,,820,3.0,2014.0,,,Mūrinis,,64,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Centrinis, centrinis kolektorinis"
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-stirnu-g-nuomuojamas-2-kambariu-butas-zveryne-51-kv-4-642671/,6.0,6.0,,550,2.0,2016.0,21,,Mūrinis,,51,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-isnuomojamas-suremontuotas-seskineje-2k-butas-4-931331/,1.0,9.0,,300,2.0,1980.0,,,Blokinis,,51,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-sporto-g-3-kambariu-butas-su-garazu-centre-4-926345/,9.0,9.0,,750,3.0,2000.0,,,Blokinis,,82,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-virginijaus-druskio-g-4-kambariu-butas-karoliniskese-sis-erdvus-4-880545/,3.0,5.0,,500,4.0,1970.0,,,Blokinis,,78,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-jaksto-g-puikus-butas-vilniaus-sirdyje-centre-a-4-926229/,2.0,5.0,,590,1.0,1957.0,13,,Mūrinis,,37,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-v-pietario-g-butas-bus-laisvas-nuo-2019m1001d-buto-4-926211/,10.0,12.0,41,500,3.0,1990.0,3,,Mūrinis,,66,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-kovo-11-osios-g-nuomojamas-jaukus-tvarkingas-triju-kambari-4-926117/,7.0,9.0,,350,3.0,1979.0,,,Blokinis,,63,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-jaukus-stilingai-irengtas-dvieju-kambariu-4-931125/,3.0,6.0,,530,2.0,2014.0,17,,Mūrinis,,49,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-isnuomojamas-sviesus-3-kambariu-80-kvm-4-816263/,2.0,3.0,,870,3.0,2017.0,10B,,Mūrinis,,80,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gyneju-g-nuomuojamas-vieno-kambario-butas-gynejug-4-926081/,1.0,2.0,,420,1.0,1940.0,,,Mūrinis,,25,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-raitininku-g-be-tarpininku-nt-pardavimo-agentu-prasau-4-925993/,1.0,9.0,,600,2.0,2009.0,2a,,Mūrinis,,48,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-nuomojamas-erdvus-2-kambariu-butas-kabanciu-4-931053/,10.0,11.0,,650,2.0,2010.0,10,,Mūrinis,,75,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gyneju-g-butas-su-panoraminiu-vaizdu-i-neries-upe-4-934575/,8.0,9.0,,550,2.0,2006.0,14,,Monolitinis,,65,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-vilniaus-senamiestyje-isnuomojamas-itin-4-930809/,2.0,2.0,,1200,4.0,1940.0,,,Mūrinis,,98,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-isnuomojamas-irengtas-4-kambariu-96-kvm-4-933743/,1.0,2.0,,800,4.0,1961.0,,,Mūrinis,,"95,7",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-nuomojamas-2-kambariu-butas-fabijoniskese-4-934233/,7.0,9.0,,390,2.0,1988.0,,,Blokinis,,"50,87",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojamas-jaukus-ir-siltas-2k-butas-4-936051/,1.0,5.0,,420,2.0,1989.0,,,Blokinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-sporto-g-isnuomojamas-irengtas-2-kambariu-74-kvm-4-783123/,7.0,9.0,,670,2.0,2006.0,12,,Mūrinis,,74,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-isnuomojamas-nestandartinis-butas-su-vaizdu-4-922953/,2.0,3.0,,800,2.0,1940.0,,,Mūrinis,,"58,56",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-isskirtinis-butas-su-didziule-190kv-terasa-4-925943/,4.0,4.0,,650,2.0,2012.0,2f,,Mūrinis,,70,,,,"Centrinis, elektra, dujinis"
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-butas-yra-dvieju-kambariu-vienas-kambarys-4-933071/,3.0,5.0,,200,1.0,1970.0,,,Blokinis,,34,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-praktiskai-naujas-butas-ramioje-vietoje-4-934495/,1.0,5.0,,380,1.0,2018.0,,,Mūrinis,,34,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-vivulskio-g-geroje-vietoje-naujamiestyje-avivulskio-g-4-935033/,3.0,8.0,,540,2.0,2015.0,,,Mūrinis,,45,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-nuomojamas-suremontuotas-butas-geroje-4-935463/,5.0,5.0,,370,2.0,1990.0,,,Mūrinis,,46,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-rotundo-g-prabangus-ir-isskirtiniai-apartamentai-4-934417/,5.0,5.0,,600,2.0,2008.0,,,Mūrinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Dujinis, kita"
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-slusku-g-prestiziniai-apartamentai-su-didele-terasa-ir-4-934413/,4.0,4.0,,1400,4.0,2008.0,,,Mūrinis,,100,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Centrinis kolektorinis, centrinis"
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-mikalojaus-g-prestiziniai-klasikinio-stiliaus-apartamentai-4-934411/,3.0,3.0,,850,2.0,1940.0,,,Mūrinis,,58,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-prestiziniai-dvieju-kambariu-apartamentai-4-934405/,2.0,4.0,,800,2.0,2016.0,,,Mūrinis,,60,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Centrinis kolektorinis, centrinis"
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-isskirtiniai-apartamentai-virsutiniame-4-934403/,6.0,6.0,,1000,2.0,2006.0,,,Mūrinis,,80,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Centrinis kolektorinis, kita"
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-rotundo-g-prabangus-ir-isskirtiniai-apartamentai-4-934401/,5.0,5.0,,600,2.0,2008.0,,,Mūrinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Dujinis, kita"
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-stilingas-ir-isskirtinis-triju-kambariu-butas-4-934397/,6.0,6.0,,750,3.0,2009.0,,,Mūrinis,,105,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Dujinis, kita, centrinis"
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-saltoniskiu-g-stilingas-triju-kambariu-butas-naujos-4-934389/,4.0,10.0,,750,3.0,2008.0,,,Mūrinis,,75,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Centrinis kolektorinis, centrinis"
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-butas-jau-laisvas-ir-galima-apziureti-4-925895/,4.0,5.0,,500,2.0,1964.0,64,,Mūrinis,,"61,55",,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-virbeliskiu-g-nuomojamas-2-kambariu-butas-pasilaiciuose-4-930667/,4.0,4.0,,390,2.0,2015.0,5,,Mūrinis,,"46,53",,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-sodu-4-oji-g-nuomojami-ivairaus-dydzio-kambariai-nuosavame-4-925833/,2.0,3.0,,140,1.0,,3,,Mūrinis,,16,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-stumbru-g-isnuomojamas-ypatingai-stilingas-ir-sviesus-2-4-738837/,1.0,6.0,,600,2.0,2016.0,30,,Mūrinis,,"41,81",,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jurgio-lebedzio-g-butas-ozo-parke-lebedzio-g-su-parkingu-4-925819/,1.0,5.0,226,400,1.0,2018.0,9,,Mūrinis,,32,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-labai-kokybiskai-irengtas-2-k-butas-su-4-934485/,3.0,5.0,,550,2.0,2013.0,17,,Mūrinis,,50,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-uzupyje-polocko-g-370-metru-iki-uzupio-4-934347/,1.0,2.0,,250,1.0,1940.0,,,Mūrinis,,14,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kazio-ulvydo-g-2-kambariu-labai-jaukus-dizainerio-sukurtas-4-925761/,1.0,5.0,,500,2.0,2015.0,,,Mūrinis,,34,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-telsiu-g-nuomojamas-mansardinis-butas-naujame-name-su-4-904085/,4.0,4.0,,560,4.0,2015.0,9e,,Mūrinis,,65,,,,Geoterminis
https://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-jono-kairiukscio-g-isnuomoju-naujai-irengta-2-ju-kambariu-buta-4-785511/,8.0,9.0,,350,2.0,1997.0,5,,Blokinis,,53,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-butas-smolenskio-g-33-b23-vilniaus-centre-4-891521/,1.0,9.0,,440,1.0,2018.0,33,,Blokinis,,37,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-2-ju-kambariu-butastvarkingas-4-930383/,5.0,5.0,,330,2.0,1965.0,20,,Blokinis,,44,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-k-kalinausko-g-isnuomojamas-jaukus-ir-stilingas-3-kambariu-4-905207/,3.0,7.0,,800,3.0,1967.0,,,Mūrinis,,"70,39",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-tvarkingas-triju-kambariu-butas-pilaiteje-4-933769/,4.0,9.0,,399,3.0,1994.0,,,Blokinis,,70,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuo-spalio-1-d-isnuomojamas-puikiai-irengtas-4-925431/,6.0,6.0,,500,2.0,2007.0,,,Mūrinis,,67,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-silo-g-antakalnyje-silo-g-isnuomojamas-isskirtinis-4-925183/,2.0,5.0,,840,3.0,2007.0,,,Mūrinis,,80,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-naugarduko-g-jaukus-sviesus-siltas-butas-su-baldais-4-928481/,1.0,3.0,,850,3.0,2019.0,2A,,Mūrinis,,58,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-jaukus-sviesus-siltas-butas-su-baldais-4-928493/,3.0,4.0,,950,3.0,2019.0,,,Mūrinis,,66,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-rinktines-g-butas-nuomojamas-nuo-rugsejo-pab-bute-4-933941/,4.0,4.0,41,500,3.0,,42A,,Mūrinis,,52,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-egliu-g-isnuomojamas-jaukus-2-kambariu-butas-4-925317/,2.0,5.0,,550,2.0,2018.0,36,,Mūrinis,,47,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-mykolo-g-nuomojamas-unikalus-mini-namas-senamiescio-4-745643/,1.0,2.0,,550,2.0,,,,Mūrinis,,40,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Kita
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-nomuojama-studija-gyvenimui-arba-darbui-4-925309/,2.0,2.0,,800,3.0,1980.0,43A,,Mūrinis,,95,,,,"Centrinis kolektorinis, kietu kuru"
https://www.aruodas.lt/butu-nuoma-vilniuje-zemuosiuose-paneriuose-savanoriu-pr-nuomojamas-nuo-rugsejo-m-ka-tik-4-925303/,2.0,4.0,,110,1.0,1985.0,,,Mūrinis,,12,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-saltoniskiu-g-nuomuojamas-nuo-menesio-iki-puses-metu-triju-4-933927/,7.0,9.0,,560,3.0,1988.0,,,Kita,,56,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Centrinis, elektra"
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-gostauto-g-nuomojamas-3-iu-kambariu-butas-su-vaizdinga-4-879071/,4.0,5.0,,1300,3.0,1960.0,4,,Mūrinis,,85,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-nuo-spalio-1-dienos-nuomojamas-jaukus-4-923359/,5.0,6.0,,580,2.0,2006.0,,,Mūrinis,,60,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-miglos-g-pigiai-isnuomojamas-kambarys-tvarkingame-4-929961/,1.0,5.0,,70,1.0,1972.0,57,,Mūrinis,,76,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-isnuomojamas-butas-su-vaizdu-i-vokieciu-g-4-933829/,5.0,5.0,,750,3.0,1963.0,,,Mūrinis,,"66,7",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-nuomojamas-jaukiai-irengtas-loftas-butas-4-933837/,3.0,3.0,,550,1.0,2011.0,16H,,Mūrinis,,60,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-nuomojamas-jaukus-dvieju-kambariu-butas-4-936313/,2.0,9.0,,379,2.0,2016.0,,,Mūrinis,,46,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-naujai-irengtas-2-ju-kambariu-4-933795/,3.0,3.0,,370,2.0,2018.0,,,Blokinis,,54,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-kankliu-g-nuomojamas-puikus-2-izoliuotu-kambariu-50-4-451669/,3.0,5.0,,395,2.0,1981.0,,,Mūrinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-boksto-g-ilgam-laikotarpiui-isnuomojamas-jaukus-ir-4-862277/,4.0,4.0,,480,2.0,,1,,Mūrinis,,54,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-graziai-irengtas-lazdynuose-2k-4-925079/,1.0,9.0,,330,2.0,1972.0,,,Blokinis,,70,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Elektra
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-birutes-g-isnuomojamas-bendrabucio-kambarys-4-924453/,3.0,5.0,,200,1.0,1986.0,56,,Mūrinis,,22,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-markuciuose-subaciaus-g-jaukus-1-kambario-studio-tipo-butas-su-4-890147/,9.0,9.0,,330,1.0,1987.0,115b,,Mūrinis,,26,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-svyturio-g-isnuomojamas-gerai-irengtas-triju-kambariu-4-925019/,5.0,5.0,,520,3.0,1980.0,,,Mūrinis,,"88,16",,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą","Centrinis, elektra, kietu kuru"
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-dysnos-g-nuomojamas-kokybiskai-irengtas-tvarkingas-4-933915/,3.0,3.0,,699,2.0,2006.0,,,Mūrinis,,50,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-tvarkingas-ir-pilnai-irengtas-2-k-4-858371/,4.0,8.0,,490,2.0,2004.0,26,,Blokinis,,52,,,,Centrinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-karmelitu-g-4-924957/,2.0,2.0,19,450,2.0,1940.0,4,,Mūrinis,,31,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-vivulskio-g-isnuomojamas-2-kambariu-67-kv-m-butas-4-933659/,3.0,8.0,,650,2.0,2008.0,12D,,Monolitinis,,67,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-kestucio-g-be-tarpininku-isnuomojamas-irengtas-ir-4-929623/,1.0,3.0,3,380,2.0,1960.0,41,,Mūrinis,,45,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-rato-g-nuomojamas-siltas-jaukus-strategiskai-4-933623/,3.0,3.0,,430,2.0,2008.0,12B,,Mūrinis,,52,,,,Dujinis
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-labai-prasome-be-tarpininku-aciu-uz-4-924849/,1.0,4.0,,550,1.0,2017.0,10E,,Monolitinis,,35,,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-markuciuose-subaciaus-g-butas-nuomojamas-tik-atsakingiems-ir-4-933553/,2.0,9.0,,400,2.0,1987.0,115b,,Mūrinis,,"46,88",,,,Elektra
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-balzio-g-kambariu-nuoma-statybininkams-nuomos-kaina-4-845535/,2.0,2.0,,110,8.0,2016.0,22,,Mūrinis,,24,,,,Kita
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-snipiskese-konstitucijos-prospekte-4-936573/,7.0,27.0,,650,2.0,2006.0,9,,Mūrinis,,"72,5",,,,Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-kokybiskai-irengtas-3k-butas-saltiniu-4-935815/,5.0,6.0,,850,3.0,2009.0,,,Mūrinis,,70,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pavilnioniu-g-nuomojamas-naujas-sviesus-ir-labai-jaukus-2-4-838925/,6.0,8.0,,500,2.0,2017.0,,,Mūrinis,,57,,,"Įrengtas                                                NAUDINGA:
Idėjos, kaip įsirengti interjerą",Centrinis kolektorinis
