Adresas,security,floor,total_floor_num,rent_price,room_num,year_full,Papildoma įranga:,Papildomos patalpos:,house_type,area,general,heating,year,year_renovation,floors_from_top,top_floor,district,Internetas,Nauja elektros instaliacija,Kabelinė televizija,Uždaras kiemas,Virtuvė sujungta,Tualetas ir vonia atskirai,Aukštos lubos,Nauja kanalizacija,Šarvuotos durys,Kodinė laiptinės spyna,Signalizacija,Videokameros,Budintis sargas
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-naujamiestis-naugarduko-g-isnuomojamas-1-4-936161/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",1.0,9.0,300,1.0,1990,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina",,Mūrinis,25.0,"Internetas
Kabelinė televizija",Centrinis,1990,,8.0,0,naujamiestyje,1.0,,1.0,,,,,,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomuojamas-vienas-kambarys-merginai-4-935277/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,5.0,160,1.0,1974,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Vonia",,Blokinis,17.0,"Tualetas ir vonia atskirai
Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija",Centrinis,1974,,0.0,1,lazdynuose,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojamas-naujas-dar-negyventas-2-iu-4-932789/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros",5.0,29.0,800,2.0,2019,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina",Balkonas,Monolitinis,44.58,"Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu","Elektra, centrinis kolektorinis",2019,,24.0,0,snipiskese,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-nuomojamas-kokybiskai-geromis-medziagomis-4-932203/,None,4.0,4.0,800,3.0,2015,,,Mūrinis,96.0,None,Dujinis,2015,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-malunu-g-isnuomojamas-isskirtinis-stilingai-ir-4-925115/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,3.0,900,2.0,2017,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Dušo kabina",Vieta automobiliui,Mūrinis,56.0,"Uždaras kiemas
Internetas
Aukštos lubos
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2017,,1.0,0,uzupyje,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-malunu-g-isnuomojamas-isskirtinis-stilingai-ir-4-925113/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,3.0,900,2.0,2017,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Dušo kabina",Vieta automobiliui,Mūrinis,56.0,"Uždaras kiemas
Internetas
Aukštos lubos
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2017,,1.0,0,senamiestyje,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-malunu-g-isnuomojamas-stilingas-ir-jaukus-2-kambariu-4-925111/,"Šarvuotos durys
Kodinė laiptinės spyna",1.0,3.0,850,2.0,2017,"Su baldais
Skalbimo mašina
Šaldytuvas",Vieta automobiliui,Mūrinis,47.0,"Uždaras kiemas
Internetas
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2017,,2.0,0,uzupyje,1.0,,,1.0,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-statybininku-g-nuomojami-naujai-irengti-apartamentai-viename-4-931561/,None,4.0,9.0,550,1.0,2019,,,Mūrinis,34.0,None,Centrinis kolektorinis,2019,,5.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-statybininku-g-nuomojami-naujai-irengti-apartamentai-viename-4-931559/,"Šarvuotos durys
Kodinė laiptinės spyna",3.0,9.0,850,2.0,2019,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Vonia","Sandėliukas
Balkonas
Vieta automobiliui
Drabužinė",Mūrinis,52.0,"Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2019,,6.0,0,naujamiestyje,1.0,,1.0,,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-nuomojamas-jaukus-sviesus-2-ju-kambariu-4-895011/,"Kodinė laiptinės spyna
Šarvuotos durys",2.0,4.0,600,2.0,1940,"Su baldais
Indaplovė
Kondicionierius
Dušo kabina
Skalbimo mašina
Viryklė
Virtuvės komplektas
Šaldytuvas",Vieta automobiliui,Mūrinis,45.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Aukštos lubos
Uždaras kiemas
Kabelinė televizija",Kita,1940,,2.0,0,senamiestyje,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-s-skapo-g-for-rent-luxury-6232-sq-m-three-rooms-4-930315/,None,3.0,3.0,750,3.0,1940,,,Mūrinis,62.32,None,Dujinis,1940,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-visai-salia-ausros-vartu-pro-arkinius-vartus-4-922517/,None,2.0,3.0,700,2.0,1940,,,Mūrinis,64.0,None,Dujinis,1940,,1.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-nuo-gruodzio-1d-nuomojamas-2-kambariu-butas-4-929597/,None,1.0,4.0,550,2.0,2012,,,Mūrinis,40.41,None,Dujinis,2012,,3.0,0,zirmunuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-nuomojami-prabangus-apartamentai-moderniu-4-927111/,"Šarvuotos durys
Kodinė laiptinės spyna",6.0,6.0,1000,2.0,2006,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia","Balkonas
Terasa
Vieta automobiliui",Mūrinis,80.0,"Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2006,,0.0,1,snipiskese,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-k-kalinausko-g-isnuomojamas-jaukus-ir-stilingas-3-kambariu-4-905207/,None,3.0,7.0,750,3.0,1967,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė","Balkonas
Vieta automobiliui",Mūrinis,70.39,Internetas,Centrinis,1967,,4.0,0,senamiestyje,1.0,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-nuomojamas-interjero-dizainerio-itin-auksto-4-919831/,"Kodinė laiptinės spyna
Šarvuotos durys",1.0,5.0,1100,3.0,2018,"Viryklė
Šaldytuvas
Virtuvės komplektas
Skalbimo mašina
Su baldais
Vonia",,Mūrinis,73.0,"Kabelinė televizija
Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Virtuvė sujungta su kambariu","Centrinis kolektorinis, centrinis",2018,,4.0,0,snipiskese,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-statybininku-g-nuomojami-naujai-irengti-apartamentai-4-919549/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros",4.0,9.0,500,1.0,2019,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia",Balkonas,Mūrinis,34.0,"Tualetas ir vonia atskirai
Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2019,,5.0,0,naujamiestyje,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-statybininku-g-nuomojami-naujai-irengti-apartamentai-4-919459/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros",3.0,9.0,700,2.0,2019,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia",Balkonas,Mūrinis,52.0,"Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2019,,6.0,0,naujamiestyje,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-isnuomojamas-jaukus-2-kambariu-butas-79-kvm-4-918469/,None,3.0,4.0,1400,2.0,2009,,,Mūrinis,79.0,None,Centrinis kolektorinis,2009,,1.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-labdariu-g-isnuomojamas-puikiai-irengtas-visiskai-naujas-4-889337/,"Šarvuotos durys
Videokameros
Signalizacija
Budintis sargas
Kodinė laiptinės spyna",3.0,5.0,600,1.0,2018,"Indaplovė
Su baldais
Kondicionierius
Šaldytuvas
Virtuvės komplektas
Plastikiniai vamzdžiai
Viryklė
Skalbimo mašina
Vonia",,Mūrinis,35.0,"Nauja elektros instaliacija
Internetas
Kabelinė televizija
Nauja kanalizacija
Virtuvė sujungta su kambariu
Tualetas ir vonia atskirai
Aukštos lubos","Kita, centrinis kolektorinis",2018,,2.0,0,senamiestyje,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vasario-16-osios-g-nuomojamas-jaukus-keturiu-kambariu-butas-4-916249/,None,2.0,6.0,1000,4.0,1989,,,Mūrinis,90.0,None,Centrinis,1989,,4.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-nuomojamas-ka-tik-kokybiskai-irengtas-ir-4-910155/,None,8.0,12.0,380,2.0,2017,,,Monolitinis,35.0,None,Centrinis kolektorinis,2017,,4.0,0,pasilaiciuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-giluzio-g-siuolaikiskai-ir-stilingai-irengtas-keturiu-4-907613/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,5.0,630,4.0,2005,Virtuvės komplektas,"Balkonas
Rūsys",Mūrinis,90.0,"Aukštos lubos
Butas palėpėje
Butas per kelis aukštus
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2005,,0.0,1,pilaiteje,,,,,1.0,,1.0,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-vilniaus-senojo-miesto-sirdyje-isikurusiose-4-827477/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros
Budintis sargas",1.0,3.0,1400,3.0,2018,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina","Sandėliukas
Terasa
Vieta automobiliui",Mūrinis,74.0,"Atskiras įėjimas
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Virtuvė sujungta su kambariu",Centrinis,2018,,2.0,0,uzupyje,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-isskirtinis-prabangiai-irengti-2-kambariu-83-4-904721/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",4.0,4.0,1400,2.0,2010,"Kondicionierius
Skalbimo mašina
Su baldais
Vonia",,Mūrinis,83.0,"Aukštos lubos
Butas per kelis aukštus
Tualetas ir vonia atskirai
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2010,,0.0,1,senamiestyje,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-igno-simulionio-g-isnuomojamas-3-kambariu-87-kvm-butas-su-4-899399/,None,1.0,3.0,990,3.0,2007,,,Mūrinis,87.0,None,Centrinis kolektorinis,2007,,2.0,0,karoliniskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-ajuozapaviciaus-gpaciame-vilniaus-centre-4-895103/,None,3.0,9.0,500,2.0,2008,,,Mūrinis,48.0,None,Centrinis kolektorinis,2008,,6.0,0,snipiskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gedimino-pr-isnuomojams-3k-dvieju-atskiru-miegamuju-4-891523/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",2.0,5.0,850,3.0,1964,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Dušo kabina","Balkonas
Vieta automobiliui",Mūrinis,80.0,"Aukštos lubos
Uždaras kiemas
Internetas
Kabelinė televizija",Centrinis,1964,,3.0,0,naujamiestyje,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-j-jasinskio-g-2k-butas-naujos-2017m-statybos-namie-4-891515/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros",4.0,6.0,850,2.0,2017,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Mūrinis,50.0,"Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2017,,2.0,0,naujamiestyje,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-4-891137/,"Šarvuotos durys
Kodinė laiptinės spyna",1.0,8.0,1100,3.0,2016,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina
Vonia","Balkonas
Terasa
Vieta automobiliui",Blokinis,70.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2016,,7.0,0,naujamiestyje,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-gostauto-g-isnuomojamas-ilgam-laikui-15kambariu-butas-4-889179/,None,2.0,5.0,500,2.0,1960,,,Mūrinis,40.0,None,Centrinis,1960,,3.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-avizieniuose-ezereliu-g-isnuomojami-dvieju-miegamuju-apartamentai-4-876609/,None,1.0,2.0,1000,3.0,2013,"Vonia
Su baldais
Kondicionierius",Balkonas,Mūrinis,67.0,"Kabelinė televizija
Internetas
Virtuvė sujungta su kambariu",Dujinis,2013,,1.0,0,avizieniuose,1.0,,1.0,,1.0,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-nuo-2019-vasario-1-os-dienos-isnomuojamas-4-872547/,"Šarvuotos durys
Kodinė laiptinės spyna",3.0,5.0,380,1.0,2017,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Balkonas,Mūrinis,30.51,"Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Virtuvė sujungta su kambariu",Centrinis,2017,,2.0,0,snipiskese,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-4-866373/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros",5.0,5.0,400,1.0,2018,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina",Balkonas,Mūrinis,35.0,"Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2018,,0.0,1,snipiskese,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-nuomojamas-isskirtinai-kokybiskai-ir-4-847279/,"Kodinė laiptinės spyna
Signalizacija",2.0,2.0,800,1.0,2014,"Su baldais
Skalbimo mašina",,Mūrinis,35.67,"Kabelinė televizija
Internetas
Virtuvė sujungta su kambariu",Centrinis,2014,,0.0,1,uzupyje,1.0,,1.0,,1.0,,,,,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-barboros-radvilaites-g-isnuomojamas-puikiai-irengtas-1-kambario-4-840271/,None,1.0,2.0,450,1.0,1940,,,Mūrinis,52.0,None,Dujinis,1940,,1.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-8118-kv-m-butas-didziojoje-g-4-832509/,None,3.0,3.0,800,3.0,1940,,,Mūrinis,81.18,None,Centrinis,1940,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-rotundo-g-2kbuto-gedimino-pr52a-rotundo-g3-nuoma-4-814527/,None,2.0,3.0,490,2.0,1940,"Skalbimo mašina
Su baldais
Šaldytuvas
Viryklė
Dušo kabina",Balkonas,Mūrinis,55.0,"Internetas
Kabelinė televizija",Centrinis,1940,,1.0,0,naujamiestyje,1.0,,1.0,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdyneliu-g-nuomojamas-jaukus-nedidelis-ekonomiskas-butas-4-792925/,Šarvuotos durys,5.0,5.0,450,3.0,2005,"Skalbimo mašina
Su baldais
Šaldytuvas
Viryklė
Indaplovė
Vonia","Sandėliukas
Balkonas
Rūsys",Mūrinis,50.68,"Butas palėpėje
Virtuvė sujungta su kambariu
Internetas
Kabelinė televizija",Centrinis,2005,,0.0,1,lazdyneliuose,1.0,,1.0,,1.0,,,,1.0,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-saltoniskiu-g-snuomojamas-naujos-statybos-name-jaukus-4-685151/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros",8.0,10.0,650,2.0,2009,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Viryklė
Indaplovė
Dušo kabina","Balkonas
Vieta automobiliui
Drabužinė",Kita,55.0,"Nauja elektros instaliacija
Internetas
Kabelinė televizija",Centrinis kolektorinis,2009,,2.0,0,zveryne,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-naujos-statybos-name-jaukus-4-677781/,None,2.0,10.0,650,2.0,2010,,,Kita,55.0,None,Centrinis kolektorinis,2010,,8.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-isnuomojamas-naujos-statybos-namie-jaukus-4-677777/,None,2.0,8.0,700,2.0,2010,,,Kita,70.0,None,Centrinis kolektorinis,2010,,6.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomojamas-vieno-kambario-butas-seskineje-4-952045/,Kodinė laiptinės spyna,2.0,5.0,300,1.0,1979,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Blokinis,36.0,Tualetas ir vonia atskirai,Centrinis,1979,,3.0,0,seskineje,,,,,,1.0,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zemuosiuose-paneriuose-umedziu-g-ramioje-vietoje-zemuosiuose-paneriuose-4-952001/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,6.0,349,2.0,2000,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Indaplovė
Vonia",Balkonas,Mūrinis,59.0,"Atskiras įėjimas
Kabelinė televizija",Centrinis,2000,,4.0,0,zemuosiuose-paneriuose,,,1.0,,,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-bajoru-kel-nuomojamas-jaukus-3-kambariu-butas-su-2-4-952005/,None,1.0,4.0,500,3.0,2010,,,Mūrinis,63.0,None,Centrinis kolektorinis,2010,,3.0,0,bajoruose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-visoriu-g-nuomojamas-sviesus-siltas-ir-ekonomiskas-2-4-871189/,Kodinė laiptinės spyna,4.0,5.0,450,2.0,2001,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina","Balkonas
Drabužinė",Mūrinis,50.0,Virtuvė sujungta su kambariu,Dujinis,2001,,1.0,0,baltupiuose,,,,,1.0,,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdynu-g-isnuomojamas-butas-po-kapitalinio-remonto-4-951941/,None,3.0,3.0,520,3.0,1984,,,Mūrinis,87.0,None,Centrinis,1984,,0.0,1,lazdyneliuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-isnuomojamas-2-kambariu-51-kvm-butas-4-951939/,None,2.0,5.0,300,2.0,1989,,,Blokinis,51.0,None,Centrinis,1989,,3.0,0,fabijoniskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-literatu-g-snuomojamas-1-kambario-butas-literatu-g-7-4-304371/,"Signalizacija
Videokameros",2.0,3.0,430,1.0,1940,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė",Vieta automobiliui,Mūrinis,28.0,"Atskiras įėjimas
Aukštos lubos
Uždaras kiemas
Internetas
Kabelinė televizija",Centrinis,1940,,1.0,0,senamiestyje,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-maziausiai-dviems-paroms-isnuomojamas-1-k-4-230247/,"Kodinė laiptinės spyna
Videokameros",2.0,3.0,520,1.0,2010,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Židinys
Vonia",Vieta automobiliui,Mūrinis,40.0,"Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija",Centrinis,2010,,1.0,0,senamiestyje,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-rudninku-g-puikiai-irengtas-naujai-suremontuotas-dvieju-4-918629/,"Šarvuotos durys
Kodinė laiptinės spyna",3.0,3.0,790,2.0,1914,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia",,Mūrinis,62.0,"Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija",Dujinis,1914,,0.0,1,senamiestyje,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-vilniaus-senojo-miesto-sirdyje-isikurusiose-4-827477/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros
Budintis sargas",1.0,3.0,1400,3.0,2018,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina","Sandėliukas
Terasa
Vieta automobiliui",Mūrinis,74.0,"Atskiras įėjimas
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Virtuvė sujungta su kambariu",Centrinis,2018,,2.0,0,uzupyje,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-totoriu-g-isnuomojamas-2-kambariu-butas-per-du-aukstus-4-849191/,None,2.0,2.0,490,2.0,1940,,,Mūrinis,50.0,None,Dujinis,1940,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-aukstuosiuose-paneriuose-vaduvos-g-isnuomojamas-2-kambr-butas-paneriuose-su-4-951809/,None,6.0,6.0,270,2.0,1978,,,Mūrinis,38.0,None,Centrinis,1978,,0.0,1,aukstuosiuose-paneriuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-3-kambariu-butas-seskineje-gelvonu-g-3-4-951807/,None,2.0,5.0,330,3.0,1983,,,Blokinis,62.0,None,Centrinis,1983,,3.0,0,seskineje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-isnuomoju-2-kambariu-buta-siaures-miestelyje-4-951801/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,7.0,490,2.0,2005,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Vieta automobiliui,Mūrinis,45.0,Virtuvė sujungta su kambariu,Centrinis kolektorinis,2005,,2.0,0,siaures-miestelyje,,,,,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kaukysos-g-isnuomojmas-erdvus-ir-ekonomiskas-loftas-4-951797/,None,4.0,6.0,560,2.0,2012,,,Mūrinis,50.0,None,Centrinis kolektorinis,2012,,2.0,0,uzupyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-salininku-k-isnuomoju-dideli-ir-jaiku-kambari-tvarkingai-4-951777/,None,1.0,1.0,270,1.0,2019,,,Mūrinis,60.0,None,"Elektra, geoterminis",2019,,0.0,1,,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-salininku-k-isnuomoju-dideli-ir-jauku-kambari-studentui-4-951769/,None,1.0,1.0,230,1.0,2019,,,Mūrinis,60.0,None,"Elektra, geoterminis",2019,,0.0,1,,,,,,,,,,,,,,
